Code;Systeme;Station;Saison;Temp;Sal;NID;PID;Chla;RTP (selon modele Emma);Phyto-Microbien (proba);Herbivore (proba);Multivore (proba);Poly-Microbien;BAC->DOC;BAC->MES;BAC->MIC;BAC->RES;BACingest;BACprod;DET->DOC;DET->LOS;DET->MES;DET->MIC;DETprod;DOC->BAC;DOC->MIC;DOCprod;GPP->PH1;GPP->PH2;GPP->PH3;MES->DET;MES->DOC;MES->LOS;MES->RES;MESingest;MESprod;MIC->DET;MIC->DOC;MIC->MES;MIC->RES;MICingest;MICprod;PH1->DOC;PH1->MES;PH1->MIC;PH1->RES;PH1ingest;PH1prod;PH2->DET;PH2->DOC;PH2->MES;PH2->MIC;PH2->RES;PH2ingest;PH2prod;PH3->DET;PH3->DOC;PH3->MES;PH3->MIC;PH3->RES;PH3ingest;PH3prod;rat1;rat2;rat3;rat4;rat5;rat6;rat7;rat8;ratio9;ratio10;ratio11;Res;Robust;RoDC;RU;SOI;T,,;TotGPP;totLOS;totNPP;Totprod;totRES;TST;P/B;EffTroph;PhtBiom;AMI;AoDC;APL;AsceNAency;CCI;Connectance;DC;Herbivory;Bacterivory;Detritivory;DH;HR;Overhead;PhtTOmic;ProdoRes
Aseawin2(S11);Arabie_stationS11;Arabie_stationS11;Winter;25,4;36,393;0,24102;0,05415;0,27;Poly-Microbien;0,0121017532;0,0040372748;0,0079555603;0,9759054117;0,001435908;0,001145081;0,001115282;0,001699258;0,005132041;0,002260362;0,000384379;9,52E-05;0,000368329;0,00035212;0,006428744;0,005132041;0,005757324;0,012583071;0,012155278;0,000692969;0,000361952;0,002544877;0,001773562;0,000077012;0,003072204;0,008705314;0,003172267;0,003163644;0,003034104;0,000245436;0,004363204;0,012917239;0,005181526;0,001364264;0,00371783;0,002323788;0,000688567;0,012155278;0,010723149;1,90E-05;7,18E-05;1,85E-05;1,74E-05;4,21E-05;0,000692969;0,000553286;1,03E-05;3,75E-05;1,02E-05;0,00000973;2,18E-05;0,000361952;0,000286611;0,245510731;0,116470618;0,638018651;0,352153722;0,068839551;0,579006727;0,927363689;0,385558702;0,938517442;0,631097085;0,471289281;0,011586795;0,3672262;0,4332843;0,5826439;0,10243367;0,057321901;0,013112313;0,000793844;0,011526821;0,013112313;0,011586795;0,053506931;0,071058535;0,274345272;0,010589639;1,547397;0,3900202;2,750353;0,088699723;0,14552805;0,4285714;0,227423437;0,008129231;0,002260362;0,003685268;0,453335377;2,655819;0,098539002;0,002540809;1,058902394
Aseawin3(S2);Arabie_stationS2;Arabie_stationS2;Winter;25,4;36,57800;0,37422;0,0798;0,75;Poly-Microbien;0,0147872999;0,0054479818;0,0121518227;0,9676128956;0,002987124;0,002354982;0,002298461;0,003529249;0,010513842;0,004653443;0,000738336;0,000190535;0,00079846;0,00071258;0,013686434;0,010513842;0,009700676;0,023432666;0,013194418;0,002978453;0,009693428;0,004840083;0,003461202;0,000168868;0,005574185;0,015424744;0,005925094;0,00582641;0,005414137;0,000441516;0,008323657;0,023509478;0,009736611;0,001491184;0,003696795;0,001739722;0,000768379;0,013194418;0,011154634;9,13E-05;0,000305145;7,73E-05;8,00E-05;0,000179576;0,002978453;0,002351367;0,000401779;0,001013736;0,000262607;0,000238665;0,000570386;0,009693428;0,008299283;0,139364062;0,155615338;0,7050206;0,342969948;0,07319286;0,583837192;0,511556465;0,337714524;0,901408992;0,610020305;0,520113416;0,022436156;0,3678603;0,4070709;0,5677018;0,115769;0,104657269;0,024567846;0,001699392;0,021309131;0,024567846;0,022436156;0,102460275;0,086843695;0,27172744;0,017483607;1,548657;0,3641361;2,384231;0,162078163;0,15033479;0,4285714;0,445103209;0,01236281;0,004653443;0,008334591;0,674166391;2,72794;0,181188559;0,005944363;1,065631801
Aseaspr1;Arabie_stationN7;Arabie_stationN7;Spring;26,9;36,40000;0,61908;0,09595;0,59;Phyto-Microbien;0,9960686485;0,0012115212;0,0004646029;0,0022552274;0,000728743;0,000597296;0,0005831;0,000971774;0,003599282;0,001180396;0,000468757;0,000115593;0,000567714;0,000432448;0,008805932;0,003599282;0,009669591;0,013302216;0,009636499;0,00320935;0,003210726;0,002734052;0,001927428;0,000108829;0,003552747;0,009580847;0,003592601;0,004092839;0,00424066;0,000382805;0,005984592;0,01708215;0,007526901;0,001039377;0,003005285;0,000693216;0,000557902;0,009636499;0,008200995;9,75E-05;0,000328376;8,53E-05;8,71E-05;0,000192835;0,00320935;0,00258019;0,000102195;0,000336026;8,46E-05;8,27E-05;0,000188871;0,003210726;0,002590535;0,074735431;0,050492724;0,874771845;0,364746964;0,032198241;0,603054795;0,613308909;0,213723567;0,892408565;0,687516131;0,271257551;0,013716265;0,3673644;0,384353;0,6005483;0,06857271;0,063696068;0,015378927;0,001231669;0,013180154;0,015378927;0,013716265;0,062975224;0,054220003;0,26867157;0,017329545;1,582378;0,3875172;2,331649;0,100791229;0,1460835;0,4285714;0,260094822;0,008102528;0,001180396;0,005148058;0,63536442;2,634888;0,099968224;0,003281206;1,067699024
Aseaspr2;Arabie_stationS11;Arabie_stationS11;Spring;26,9;36,40200;0,54648;0,0798;0,09;Poly-Microbien;0,0066745824;0,0024952537;0,0055674934;0,9852626706;0,001228078;0,000964744;0,000943807;0,001437676;0,004322533;0,001908551;0,000261756;6,67E-05;0,000268273;0,000249385;0,004876023;0,004322533;0,004002908;0,009520698;0,008915707;0,000894006;0,000198681;0,001964736;0,001377304;6,42E-05;0,002284915;0,006367584;0,002459982;0,002293176;0,002145784;0,000175147;0,003176318;0,009519158;0,003859375;0,001000853;0,002953426;0,001736479;0,000505009;0,008915707;0,007895116;0,000024027;9,25E-05;2,28E-05;0,000022894;5,35E-05;0,000894006;0,000703888;0,0000052;2,04E-05;5,52E-06;5,32E-06;1,20E-05;0,000198681;0,000156868;0,253518757;0,135589042;0,610892201;0,349380379;0,076155781;0,574463839;0,901693858;0,371792065;0,944519347;0,609063413;0,51919568;0,008758053;0,3673311;0,4307408;0,5824487;0,1083313;0,043695774;0,009889103;0,000582612;0,008663802;0,009889103;0,008758053;0,040676818;0,040054928;0,280952257;0,014243478;1,554343;0,3881468;2,788043;0,067918198;0,14481585;0,4285714;0,174980686;0,005655206;0,001908551;0,002956279;0,522753548;2,668634;0,075371324;0,001830737;1,059914186
Aseaspr3;Arabie_stationS2;Arabie_stationS2;Spring;26,9;36,27600;0,72666;0,09975;0,17;Poly-Microbien;0,0029648969;0,0017501424;0,0058179592;0,9894670015;0,001802466;0,00140376;0,001393534;0,001908804;0,006256204;0,002797294;0,000301131;6,55E-05;0,000249557;0,000286005;0,005099407;0,006256204;0,002960763;0,010859365;0,009879414;0,000652783;0,000217778;0,002213004;0,001476405;6,53E-05;0,002514502;0,0071365;0,00260232;0,002383142;0,002195754;0,000184851;0,003171298;0,009272452;0,004033173;0,002610889;0,00266089;0,002074215;0,000549172;0,009879414;0,008804692;1,96E-05;6,78E-05;1,73E-05;1,70E-05;3,94E-05;0,000652783;0,000520855;0,00000586;2,24E-05;0,00000574;0,00000577;1,32E-05;0,000217778;0,000171507;0,311249337;0,20683944;0,481911223;0,336141778;0,099008322;0,5648499;0,927097182;0,438612434;0,935565078;0,597946331;0,678770359;0,009524552;0,3676427;0,4473919;0,5716139;0,1252261;0,049691335;0,010664241;0,000635003;0,009483388;0,010664241;0,009524552;0,045301391;0,030862569;0,274013394;0,0195;1,529774;0,3811551;3,084399;0,076016517;0,15385843;0,4285714;0,199437228;0,006378311;0,002797294;0,002925475;0,458659824;2,676237;0,089226598;0,002316844;1,057161976
Aseasum1;Arabie_stationN7;Arabie_stationN7;Summer;28;36,50700;0,7407;0,10355;0,16;Poly-Microbien;0,0020299192;0,0018188455;0,0069207263;0,9892305091;0,003379318;0,002603785;0,002588502;0,003533019;0,011657196;0,005192287;0,000750746;0,000135809;0,000600656;0,000620011;0,010821182;0,011657196;0,006022482;0,020428072;0,011855867;0,008543207;0,00093333;0,004265322;0,002792413;0,000131466;0,00469761;0,013256435;0,00502879;0,004243118;0,00404339;0,000369747;0,00632406;0,018208106;0,007364047;0,002983398;0,003398912;0,0033833;0,000690138;0,011855867;0,010143855;0,000323503;0,000913696;0,000215686;0,000230592;0,000495766;0,008543207;0,007349855;2,50E-05;9,57E-05;2,75E-05;2,42E-05;5,68E-05;0,00093333;0,000738024;0,282702059;0,201140522;0,516157419;0,333467018;0,094969379;0,571563602;0,556384544;0,499726966;0,907836283;0,591501832;0,659355674;0,018470815;0,3678284;0,4310134;0,5572202;0,12348024;0,092955302;0,020427737;0,001301406;0,017663172;0,020427737;0,018470815;0,086840765;0,098792839;0,275826205;0,012579357;1,535844;0,3617684;2,77601;0,142764878;0,15792649;0,4285714;0,394630565;0,01016999;0,005192287;0,00644371;0,633600426;2,756261;0,170091054;0,004821995;1,061584762
Aseasum2;Arabie_stationS11;Arabie_stationS11;Summer;27;36,22900;0,05538;0,03895;NA;Poly-Microbien;0,0124056769;0,0139058137;0,0310612596;0,9426272498;0,002822401;0,002211826;0,002164673;0,003330348;0,012616338;0,004740763;0,000813376;0,000176645;0,000841303;0,000797844;0,014030701;0,01000155;0,010557545;0,022856432;0,009195271;0,004160411;0,012093532;0,00436023;0,003271609;0,000169268;0,005338688;0,014649378;0,00588842;0,005075755;0,005261181;0,000479055;0,00796513;0,022759985;0,009472246;0,001001065;0,002148248;0,001626763;0,000537523;0,009195271;0,007600418;0,000133785;0,000430731;0,000112576;0,000115846;0,000246972;0,004160411;0,003334348;0,000434038;0,001268977;0,000307733;0,000297584;0,000700648;0,012093532;0,010461113;0,131115653;0,139115522;0,729768824;0,33948901;0,075221819;0,585289171;0,355228126;0,442678167;0,842809715;0,616583907;0,486478126;0,021858493;0,367799;0,4065235;0,5637354;0,10902173;0,10045013;0,024090559;0,00155179;0,020837763;0,024090559;0,021858493;0,098462281;0,077157695;0,275212811;0,019248152;1,538572;0,3602142;2,348445;0,154549732;0,15854617;0,4285714;0,429049561;0,01092977;0,004376499;0,008890882;0,813455544;2,729244;0,174418734;0,004941063;1,063181845
Aseasum3;Arabie_stationS2;Arabie_stationS2;Summer;22;35,63400;1,31418;0,1634;0,78;Poly-Microbien;0,005030074;0,0063599498;0,0490799294;0,9395300467;0,006225629;0,004805583;0,004969079;0,005370363;0,021673402;0,009774662;0,003955463;0,000166578;0,000613069;0,000718658;0,014068196;0,021673402;0,002114434;0,028910171;0,014251132;0,006396262;0,006396547;0,005588542;0,004130647;0,000152627;0,005831249;0,016823891;0,006705378;0,004628527;0,004767046;0,000427601;0,007243609;0,019976056;0,008451524;0,003789615;0,002788064;0,00408795;0,000823455;0,014251132;0,012411131;0,000213571;0,000678086;0,000164372;0,000168291;0,000375313;0,006396262;0,005351269;0,000193495;0,000677091;0,000166429;0,000175525;0,000374424;0,006396547;0,005288692;0,362251825;0,406171701;0,231576475;0,304087584;0,128946314;0,566966102;0,538418353;0,58693982;0,879428986;0,535762023;0,911112806;0,02374224;0,3678379;0,4127827;0,5660291;0,12491977;0,125101728;0,025854918;0,001531659;0,022459638;0,025854918;0,02374224;0,116334903;0,048782156;0,290891989;0,032249333;1,590638;0,3734188;3,012708;0,198991567;0,21449636;0,4285714;0,532891158;0,012845186;0,009774662;0,007278062;0,566598413;2,81017;0,219968235;0,006098948;1,056733579
Epaci1;Pacifique_equatorial;Pacifique_equatorial;Spring;25,4;35,36000;0,552;0,0893;0,28;Phyto-Microbien;0,5446934835;0,0317213714;0,0302745952;0,39331055;0,000770599;0,000613292;0,000596411;0,000980936;0,003622423;0,001209703;0,000352374;9,03E-05;0,000373843;0,00032066;0,005988517;0,003622423;0,006840451;0,010374295;0,01013592;0,001660657;0;0,002110908;0,001559445;7,77E-05;0,002779629;0,007404791;0,002712733;0,003337509;0,002906738;0,000231721;0,00424785;0,012796903;0,005283741;0,001112006;0,003214175;0,001637661;0,000578815;0,01013592;0,008893564;4,89E-05;0,000172183;4,43E-05;4,50E-05;9,93E-05;0,001660657;0,001311888;-0,000459978;-0,000459978;-0,000459978;-0,000459978;-0,000459978;-0,000459978;-0,000459978;0,136153946;0,0664139;0,797432155;0,356741999;0,044282286;0,598975715;0,912584036;0,304061335;0,92353022;0,650832713;0,346216823;0,01021683;0,3664443;0,418477;0,5993382;0,07235417;0,050561813;0,011588435;0,000815247;0,010180788;0,011588435;0,01021683;0,048630715;0,015416264;0,278358241;0,014151996;1,568412;0,4008497;NA;0,079301736;NA;0,3571429;0,197834104;0,006853084;0,001209703;0,003561573;0,519703684;2,616906;0,082789021;0,001241106;1,074428879
Epaci2early;Pacifique_equatorial;Pacifique_equatorial;Fall;25,4;34,98000;0,4896;0,08835;0,32;Phyto-Microbien;0,9983216267;0,0006274548;0,000232279;0,0008186396;0,000646292;0,000509218;0,000498198;0,000862278;0,003532729;0,001007416;0,000493896;0,000129364;0,000641652;0,000518024;0,009889255;0,003532729;0,011359963;0,014405547;0,011849205;0,005613671;0;0,003040627;0,002163413;0,000118205;0,003999317;0,01097113;0,00384985;0,005084372;0,004956757;0,000391582;0,006757201;0,019573927;0,008610059;0,001338231;0,003728706;0,001061577;0,000687017;0,011849205;0,010121006;0,000185228;0,000593479;0,00016534;0,000151069;0,000332324;0,005613671;0,004625022;-0,000459978;-0,000459978;-0,000459978;-0,000459978;-0,000459978;-0,000459978;-0,000459978;0,057329304;0,037946803;0,904723893;0,360865749;0,025447337;0,613686914;0,708453771;0,179774411;0,897643015;0,696157114;0,237212251;0,014952973;0,3661235;0,3938802;0,6113195;0,05571625;0,071408935;0,016683866;0,001126327;0,014615166;0,016683866;0,014952973;0,070709998;0,021804691;0,269483167;0,025653333;1,580784;0,4044033;NA;0,112882122;NA;0,3571429;0,279132529;0,009121386;0,001007416;0,006387745;0,700304208;2,585856;0,109944777;0,003198988;1,070974908
Epaci3mid;Pacifique_equatorial;Pacifique_equatorial;Fall;25,4;34,98000;0,50076;0,07695;0,46;Phyto-Microbien;0,9880692375;0,0047019595;0,001896745;0,005332058;0,000919498;0,000763105;0,00074669;0,001257706;0,004742987;0,001509796;0,000538177;0,000162112;0,000748631;0,00057609;0,01117417;0,004742987;0,012455316;0,016906255;0,013332229;0,006557835;0;0,003516854;0,00266687;0,00013982;0,004385846;0,012209924;0,004597174;0,005700946;0,005415481;0,000430161;0,007440513;0,021882294;0,009169605;0,001462169;0,004508365;0,000581179;0,000775348;0,013332229;0,011411317;0,000220855;0,000678193;0,000178843;0,000167989;0,000384017;0,006557835;0,005429354;-0,000459978;-0,000459978;-0,000459978;-0,000459978;-0,000459978;-0,000459978;-0,000459978;0,020557626;0,05307989;0,926362484;0,356327329;0,032842419;0,610830252;0,696632127;0,064030803;0,907639062;0,670037839;0,275782268;0,017004564;0,3658023;0,3893174;0,6151995;0,06659713;0,081453825;0,019001926;0,001379127;0,016506659;0,019001926;0,017004564;0,0809665;0,024757646;0,28064588;0,028249333;1,602663;0,4076593;NA;0,130543015;NA;0,3571429;0,320225739;0,010325553;0,001509796;0,006694839;0,64837583;2,605111;0,124669444;0,004260174;1,073137826
Epaci4late;Pacifique_equatorial;Pacifique_equatorial;Fall;26,9;34,97000;0,34026;NA;0,32;Phyto-Microbien;0,997914143;0,0007148848;0,0002933204;0,0010776519;0,000622885;0,000509119;0,000498059;0,000846333;0,003488543;0,001007178;0,000465065;0,000131726;0,000596953;0,000485275;0,009029245;0,003488543;0,010891273;0,014100269;0,011780593;0,004810194;0;0,003069851;0,002244445;0,000110841;0,003859022;0,010650432;0,003981292;0,004589975;0,004871414;0,000370515;0,006357247;0,018653063;0,008164574;0,001288966;0,004127163;0,001004967;0,000677787;0,011780593;0,010183707;0,000158942;0,000497863;0,000127461;0,000123832;0,000281864;0,004810194;0,003971358;-0,000459978;-0,000459978;-0,000459978;-0,000459978;-0,000459978;-0,000459978;-0,000459978;0,053320432;0,039706769;0,906972799;0,361999551;0,026622539;0,611377911;0,743602943;0,149843384;0,911044255;0,684585515;0,242599975;0,014166329;0,3657852;0,3940357;0,6144562;0,05619505;0,068888173;0,015932865;0,001165929;0,013942621;0,015932865;0,014166329;0,067751224;0,019356167;0,290709508;0,025814667;1,590944;0,4078257;NA;0,109597246;NA;0,3571429;0,268735505;0,008650094;0,001007178;0,005908383;0,683042635;2,589191;0,105891385;0,002852661;1,068517596
EastSum;Mer_Floride;Mer_Floride_East;Summer;23,26667;20,63333;7,2341666667;0,02;0,47;Phyto-Microbien;0,5670385534;0,3460207277;0,0345144839;0,052426235;0,001619378;0,0073511;0,007402072;0,014149517;0,052180338;0,014753172;0,051787326;0,471673581;2,183582425;0,328205396;4,031481687;0,052180338;4,447259277;4,492137197;0,721091043;1,457138772;0,717094058;1,639909667;0,476713746;0,081580524;1,819560764;4,333941318;1,676050254;1,268107653;0,551064762;0,077882175;2,081197068;5,191340782;2,477490972;0,155565761;0,3184121;0,056809249;0,060710307;0,721091043;0,639061701;0,14072028;0,152577219;0,147627659;0,032145759;0,096916994;1,457138772;1,293162198;0,142562475;0,290375978;0,056777246;0,042395058;0,096628944;0,717094058;2,85199459;0,026728586;0,001506257;0,971765157;0,359105721;0,00110738;0,639786898;0,133577031;0,200789786;0,870347459;0,536170739;0,011597075;5,693783993;0,3654501;0,539957;0,4972757;0,11234473;18,06319325;7,464565842;0,938030426;5,874352168;7,464565842;5,693783993;25,07404233;799,5479403;0,350328953;0,000318;1,236241;0,3264192;2,054253;22,33045857;0,01450423;0,4285714;68,41036196;1,12457234;0,014753172;2,834515278;2,520527295;2,486027;36,93865343;0,372588586;1,344093935
EastWin;Mer_Floride;Mer_Floride_East;Winter;29,33333;26,93333;5,0841666667;0,01;0,29;Herbivore;0,1845428636;0,5161390853;0,0851223394;0,2141957116;0,001420858;0,003931356;0,003947439;0,00714232;0,027874787;0,007878795;0,147131331;0,654499099;0,459973313;0,219402052;1,723873669;0,027874787;3,531160239;3,559701475;1,917791034;1,237774894;2,449202014;0,329948248;0,322720709;0,43931705;1,379334035;3,25404869;0,851165362;1,500128509;0,752080057;0,678325064;2,038796945;5,215885296;2,169447124;0,20372624;0,501997374;0,053148643;0,315311137;1,917791034;1,675867311;0,034642026;0,14759969;0,083295465;0,027235344;0,0920512;1,237774894;1,10857231;0,08573703;0,512660116;0,044685327;0,238438083;0,419991474;2,449202014;2,192447833;0,078270587;0,000969093;0,92076032;0,484682702;0,00076729;0,514550008;0,33673;0,33602655;0,481523053;0,699739041;0,007832119;4,366331227;0,3673085;0,4766256;0,5348075;0,10006641;20,40244719;5,540101518;1,1603402;4,38326434;5,540101518;4,366331227;25,46052093;2433,393562;0,171023631;0,00034;1,401476;0,3475742;2,044668;28,59353449;0,01752455;0,4285714;82,26599257;2,946310664;0,007878795;1,177724842;0,39972867;2,620524;39,21007982;1,015620473;1,338333002
NorthSum;Mer_Floride;Mer_Floride_North;Summer;23,16667;30,80000;21,7741666667;0,00;2,00;Poly-Microbien;0,1360997007;0,2238752576;0,0912319143;0,5487931273;0,003578114;0,015906328;0,015728692;0,030210021;0,111997005;0,031635021;0,039817675;0,254064407;0,791354684;0,22406841;1,775832526;0,111997005;3,372694318;3,4611435;1,998034849;3,025667071;2,460892585;0,246240229;0,238458296;0,52973931;0,846475972;3,708524421;1,758165528;0,872767607;0,658426317;0,271891447;0,841763501;4,995701149;2,095013079;0,178006174;0,16744989;0,676304349;0,188686692;1,998034849;1,385445822;0,03715588;0,101046085;0,06280132;0,266690334;0,103055921;3,025667071;2,665888809;0,034574313;0,173899389;0,333742525;0,103509711;0,14145308;2,460892585;1,834781658;0,224620162;0,003375983;0,772003855;0,527679083;0,002836019;0,469484898;0,235375204;0,649801683;0,674726323;0,734126004;0,03213972;5,212132396;0,3676013;0,397615;0,5965162;0,13828185;18,62679782;8,601597373;0,806811671;5,216467108;8,601597373;5,212132396;21,97725099;79,05030894;0,298697043;0,00548;1,492167;0,3822782;1,835583;27,79430224;0,01392228;0,4285714;72,70699879;3,873133237;0,031635021;0,955316325;0,246652069;2,50147;28,90939212;1,691624919;1,366055155
NorthWin;Mer_Floride;Mer_Floride_North;Winter;30,20000;36,30000;6,3441666667;0,01;1,84;Phyto-Microbien;0,408150201;0,3008723509;0,0622279877;0,2287494605;0,003602736;0,012420678;0,012549594;0,02383144;0,088522925;0,024970272;0,065653727;1,323903466;0,555289651;0,540066773;2,545119315;0,088522925;2,31844217;2,399411353;2,064861019;1,647945534;1,56438054;0,346491004;0,372197601;0,730268329;1,146855383;2,66658258;1,141899192;1,649231845;0,797998295;0,255161152;2,771936666;6,209999587;2,350998287;0,194422713;0,436923846;0,062886773;0,392257674;2,064861019;1,543332841;0,158308227;0,197537535;0,055012592;0,049139723;0,132716929;1,647945534;1,628866569;0,631417712;0,203359823;0,217269294;0,031029564;0,199256065;1,56438054;1,392799677;0,047462051;0,004163609;0,94837434;0,478787464;0,002618939;0,518593597;0,338079551;0,167854597;0,735410707;0,681935647;0,036777818;4,307306052;0,3671097;0,5028285;0,535428;0,08452891;20,69785935;5,185119794;1,637851526;4,613411612;5,185119794;4,307306052;24,81730964;579,3845344;0,250142261;0,00125;1,434982;0,344339;2,300973;29,70106487;0,04162056;0,4285714;86,2552941;2,150790548;0,024970272;1,515314187;0,70453824;2,680066;43,37161738;0,648328597;1,371540439
Marennes;Bassin_Marennes_Oleron;Bassin_Marennes_Oleron_sansRES;Summer;11;32,6;2,223;3,55;1,0015649452;Herbivore;0,1248784937;0,6761528755;0,1107016444;0,0882669865;0,002949069;0,010804421;0,011972715;0,020569216;0,080844766;0,022777136;0,07626605;2,076753803;0,009268693;0,585573486;3,6538314;0,080844766;4,826552261;4,896859974;0,53335753;1,396356115;2,995893935;0,046948446;0,088827314;0,037395128;0,110189566;0,34043937;0,143869039;1,750722525;0,899106596;0,008172427;2,760398005;4,682612659;1,802737202;0,111397874;0,008527379;0,257492518;0,049578933;0,53335753;0,539174707;0,319518251;0,122885431;0,008528059;0,037431654;0,139582439;1,396356115;0,619356253;1,01839262;0,858806483;0,009132385;0,048386172;0,761449922;2,995893935;2,485883157;0,059525925;0,002075926;0,938398149;0,298285245;0,001864246;0,699850509;0,14794551;0,929125973;0,762154612;0,910087797;0,016474063;4,051026779;0,3604997;0,6105953;0,4796117;0,10341674;22,07076349;4,739178803;2,134762063;4,043608921;4,739178803;4,051026779;29,31570252;38,97784997;0,039476589;0,0243885;1,088015;0,2966964;2,375872;24,01332672;0,03151361;0,4285714;80,93568433;0,928140538;0,022777136;0,616642713;0,664385066;2,268534;49,41894637;0,81828045;1,338938769
