Code;Systeme;Station;Saison;Temp;Sal;NID;PID;Chla;RTP (selon modele Emma);Phyto-Microbien (proba);Herbivore (proba);Multivore (proba);Poly-Microbien;BAC->DOC;BAC->MES;BAC->MIC;BAC->RES;BACingest;BACprod;DET->DOC;DET->LOS;DET->MES;DET->MIC;DETprod;DOC->BAC;DOC->MIC;DOCprod;GPP->PH1;GPP->PH2;GPP->PH3;MES->DET;MES->DOC;MES->LOS;MES->RES;MESingest;MESprod;MIC->DET;MIC->DOC;MIC->MES;MIC->RES;MICingest;MICprod;PH1->DOC;PH1->MES;PH1->MIC;PH1->RES;PH1ingest;PH1prod;PH2->DET;PH2->DOC;PH2->MES;PH2->MIC;PH2->RES;PH2ingest;PH2prod;PH3->DET;PH3->DOC;PH3->MES;PH3->MIC;PH3->RES;PH3ingest;PH3prod;rat1;rat2;rat3;rat4;rat5;rat6;rat7;rat8;ratio9;ratio10;ratio11;Res;Robust;RoDC;RU;SOI;T,,;TotGPP;totLOS;totNPP;Totprod;totRES;TST;P/B;EffTroph;PhtBiom;AMI;AoDC;APL;AsceNAency;CCI;Connectance;DC;Herbivory;Bacterivory;Detritivory;DH;HR;Overhead;PhtTOmic;ProdoRes
m_13-1;Marais_desseches_Charente_Maritime;Nonrealimente_externe;Winter;9,3;1;37,401419111;0,0021;23,3353751914;Multivore;0,0178892744;0,0489091868;0,7945128986;0,1386886402;0,002140092;2,50E-05;0,003228805;0,001569159;0,007086461;0,003254232;0,002681606;1,71E-05;0,000018602;7,76E-05;0,003339855;0,007086461;7,91E-05;0,007803082;0,001999752;0,002362265;0,000175342;0,000229806;0,000210286;1,34E-05;0,000271997;0,000770533;0,000361875;0,002391228;0,001450923;1,95E-05;0,001687369;0,005500489;0,002582909;0,000768016;2,28E-05;0,000784259;0,000114716;0,001999752;0,001743348;0,000831395;0,000324991;1,73E-05;5,40E-05;0,000131377;0,002362265;0,002098118;0,00000528;1,79E-05;0,00000426;0,00000494;0,00001039;0,000175342;0,000138549;0,199412107;0,763553028;0,037034866;0,216573714;0,177080014;0,606346272;0,438025485;0,950079477;0,694635234;0,873413881;0,988967036;0,004127668;0,3596127;0,3827307;0,6211587;0,07152859;0,03082697;0,004391937;0,000140433;0,003832296;0,004391937;0,004127668;0,028949863;0,000219823;0,090923024;1,16676876;1,682696;0,448578;4,470499;0,051872404;0,34085985;0,4285714;0,115637422;0,001520852;0,003254232;0,000306424;0,201481801;2,708962;0,044257996;0,001194482;1,03343637
m_13-2;Marais_desseches_Charente_Maritime;Nonrealimente_externe;Winter;7,8;0,9;22,6718267207;0,0019;16,2235834609;Phyto-Microbien;0,6441251287;0,0920489602;0,062916583;0,2009093281;0,001158921;0,00090274;0,000877588;0,001378433;0,004273131;0,001780328;0,000380294;8,34E-05;0,000387003;0,000366775;0,006906096;0,004273131;0,005162562;0,010701543;0,004955027;0,006622178;0,000281663;0,00210336;0,00151654;0,000073934;0,002526859;0,006871247;0,002569302;0,002773285;0,002620323;0,00023555;0,003875342;0,011191007;0,004707175;0,000590896;0,001365686;0,000247628;0,000290115;0,004955027;0,004022876;0,000929361;0,000703579;0,000172169;0,000166952;0,000382534;0,006622178;0,005742928;0,0000076;2,87E-05;0,00000769;0,00000775;1,73E-05;0,000281663;0,000221776;0,061841299;0,128504207;0,809654494;0,339996392;0,060605782;0,599397826;0,402787863;0,214612209;0,867749895;0,633408213;0,452868804;0,010297739;0,3678416;0,4119353;0,572188;0,10746128;0,04747289;0,011307576;0,000779088;0,009838008;0,011307576;0,010297739;0,047151042;0,000850532;0,257249704;0,811179173;1,552936;0,3731693;2,338266;0,073722353;0,15002616;0,4285714;0,197557369;0,005203634;0,001780328;0,004201403;0,807397868;2,714031;0,081380848;0,002172077;1,068036012
m_13-3;Marais_desseches_Charente_Maritime;Nonrealimente_externe;Winter;11;1,6;20,1190379705;0,0012;21,954058193;Phyto-Microbien;0,8687584413;0,0512423493;0,0142321342;0,0657670752;0,004304658;0,003337553;0,003246506;0,005343898;0,018860886;0,006584058;0,001879895;0,000467711;0,002426433;0,001904076;0,036586832;0,018860886;0,032257228;0,052656929;0,024281278;0,037525701;0,000648086;0,009813158;0,007938506;0,000440011;0,01398176;0,038464226;0,014265862;0,014936914;0,013978451;0,001336457;0,022047427;0,062236073;0,025737311;0,002620911;0,007056163;0,002182639;0,001429919;0,024281278;0,020179053;0,003621165;0,003993248;0,00100689;0,000902765;0,002166121;0,037525701;0,03285813;1,71E-05;6,64E-05;1,68E-05;1,89E-05;0,000038671;0,000648086;0,000514581;0,076625429;0,080136771;0,843237801;0,358494534;0,044076023;0,597429443;0,376813974;0,277559682;0,858069826;0,637791597;0,368966782;0,052967344;0,3676238;0,4063187;0,582261;0,08565933;0,246094181;0,059495654;0,004284787;0,052175153;0,059495654;0,052967344;0,245295091;0,003311197;0,266393876;1,09770291;1,557282;0,3816791;2,280298;0,383238146;0,13983854;0,4285714;1,004084672;0,027789337;0,006584058;0,023246031;0,836509018;2,674544;0,407978356;0,011187409;1,074340286
m_13-4;Marais_desseches_Charente_Maritime;Nonrealimente_externe;Winter;9,2;0,8;21,9833934982;0,0009;30,9800918836;Herbivore;0,3527547318;0,5916958867;0,0223072217;0,0332421598;0,003810184;0,003159169;0,003129061;0,005294702;0,022339617;0,00628823;0,004085881;0,000949559;0,006488463;0,00386767;0,070619131;0,022339617;0,074003039;0,092103444;0,031889253;0,075606056;0,002823579;0,017570044;0,013926087;0,000831058;0,024343171;0,064008855;0,023113173;0,032866356;0,032326542;0,002862808;0,045513363;0,130082769;0,05613534;0,003378243;0,008695633;0,003153524;0,001910239;0,031889253;0,025327449;0,005317006;0,007999474;0,001833638;0,001807121;0,004323727;0,075606056;0,06466911;7,91E-05;0,000288948;7,65E-05;7,61E-05;0,000173137;0,002823579;0,002226701;0,05854189;0,03636899;0,90508912;0,353029227;0,024071248;0,622899525;0,274631899;0,321991103;0,787444969;0,698912531;0,231876699;0,09374323;0,3671478;0,3993158;0,5965107;0,05844419;0,44679801;0,105584804;0,008773698;0,091853298;0,105584804;0,09374323;0,455073088;0,004136271;0,250621947;1,549004594;1,547692;0,3913242;2,253585;0,691505679;0,15665325;0,4285714;1,76709161;0,045744801;0,00628823;0,044078375;0,963571248;2,594575;0,705627623;0,018050352;1,086489857
m_13-5;Marais_desseches_Charente_Maritime;Nonrealimente_externe;Spring;14,8;2;16,2429093872;0,0068;49,0658499234;Multivore;0,0027036465;0,0138263836;0,9539228764;0,0295470935;0,030536726;0,023921382;0,023775703;0,029671998;0,106268745;0,047697085;0,02249709;0,00094007;0,004327301;0,004679659;0,089783986;0,106268745;0,019956089;0,158144165;0,023018416;0,105116025;0,016466384;0,028494616;0,021348752;0,000846186;0,032790019;0,089253185;0,034440472;0,022493833;0,025021664;0,00228527;0,038290409;0,113067513;0,046471979;0,002501456;0,001415653;0,003559363;0,001374014;0,023018416;0,018222529;0,019391483;0,011730549;0,002629032;0,002691887;0,005913564;0,105116025;0,093474754;0,000463394;0,001719787;0,000432689;0,00044771;0,000986978;0,016466384;0,013160984;0,121555254;0,431419446;0,4470253;0,296939752;0,113433903;0,589626345;0,145945715;0,599387957;0,662074479;0,539604044;0,841900454;0,126126274;0,3677678;0,4152259;0,5664145;0,10851554;0,638003896;0,140303403;0,008464963;0,123888103;0,140303403;0,126126274;0,621145543;0,003372837;0,275836537;2,453292496;1,568986;0,376978;2,603776;1,001019274;0,20985575;0,4285714;2,65537864;0,053180506;0,047697085;0,049503475;0,93085754;2,770032;1,102581897;0,017394013;1,062702094
m_13-6;Marais_desseches_Charente_Maritime;Nonrealimente_externe;Spring;13,5;1,7;9,6459331547;0,0055;76,1944869832;Phyto-Microbien;0,4884026943;0,299444491;0,0684159831;0,1437368317;0,019195914;0,015304416;0,015146667;0,023989493;0,074778673;0,030451083;0,006848815;0,001807608;0,007645024;0,007552835;0,132335255;0,074778673;0,116105313;0,199177851;0,067140989;0,142767765;0,015125553;0,036818558;0,02731015;0,001681123;0,048092945;0,133417012;0,047710229;0,042406784;0,050463296;0,004827895;0,077511053;0,215964344;0,092929116;0,007324621;0,018750753;0,004382861;0,003982431;0,067140989;0,054904457;0,026562397;0,015067222;0,003486637;0,003661521;0,00826716;0,142767765;0,124138553;0,000443447;0,001568429;0,000396867;0,000409747;0,000903034;0,015125553;0,011954297;0,057409953;0,102857365;0,839732682;0,345407969;0,055069084;0,599522948;0,287461943;0,271938498;0,824198227;0,648849943;0,391749327;0,192919095;0,3678316;0,408084;0,5731775;0,09703828;0,897727996;0,214822774;0,015786183;0,185690735;0,214822774;0,192919095;0,886039956;0,003452382;0,249795297;3,809724349;1,555718;0,3738291;2,334257;1,39661117;0,15059466;0,4285714;3,73596194;0,089325631;0,030451083;0,098037729;1,097531894;2,714199;1,5245862;0,038255827;1,073347079
m_13-7;Marais_desseches_Charente_Maritime;Nonrealimente_externe;Spring;13,3;3;4,3747758286;0,0074;65,3522205207;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
m_13-8;Marais_desseches_Charente_Maritime;Nonrealimente_externe;Spring;11,6;2,6;0,4973654686;0,0121;88,0245022971;Multivore;0,0091585977;0,0169646168;0,567934047;0,4059427386;0,037011052;0,028588444;0,030567771;0,027525288;0,123776138;0,05573817;0,037476891;0,000420814;0,001618482;0,001843486;0,063388421;0,123776138;0,001688732;0,137707726;0,042716157;0,052554345;0,00066742;0,025142315;0,016127232;0,000408718;0,021512804;0,068772745;0,028702158;0,020349281;0,017571141;0,001219512;0,023461433;0,073644756;0,031744078;0,015752544;0,004156599;0,013652071;0,002412391;0,042716157;0,037466314;0,013518137;0,005918711;0,00122919;0,001201152;0,002904073;0,052554345;0,04723477;0,000018556;6,90E-05;1,66E-05;1,71E-05;4,03E-05;0,00066742;0,000525163;0,303660467;0,624209802;0,072129731;0,24915543;0,162948249;0,587896321;0,439610042;0,733514338;0,815836857;0,521424017;0,9865402;0,086726418;0,3653171;0,4144956;0,5897127;0,08736298;0,573153905;0,093340772;0,003675598;0,082651728;0,093340772;0,086726418;0,534461377;0,001217098;0,33677604;4,401225115;1,658285;0,412145;3,931853;0,950452423;0,28965205;0,4285714;2,306111869;0,038314912;0,05573817;0,015147645;0,395345943;2,812022;0,955873131;0,01825252;1,039941735
Takapoto;Polynesie_Atoll_Takapoto;Atoll_Takapoto;Fall;28,5;38,6;0,0168;0,0095;0,41;Phyto-Microbien;0,9645762526;0,0081346604;0,004339888;0,0229491989;0,00189239;0,001507194;0,001469369;0,002418139;0,008951081;0,002976563;0,000864447;0,000249048;0,001069307;0,000889023;0,015996021;0,008951081;0,017283362;0,026521796;0,020428702;0,004222705;0,006540124;0,005418607;0,004043097;0,000215368;0,006944427;0,01939495;0,006951246;0,007827345;0,007815378;0,000640406;0,011512573;0,032667459;0,014429598;0,002240831;0,006661731;0,000921098;0,001185901;0,020428702;0,017788424;0,000133881;0,000437811;0,000115752;0,000115381;0,000250491;0,004222705;0,003345903;0,000210864;0,000685247;0,000177232;0,000175277;0,000389399;0,006540124;0,005281451;0,058108012;0,070461471;0,871430517;0,36734418;0,041392803;0,591263017;0,67340148;0,148381841;0,915681923;0,659054221;0,341195771;0,026644347;0,3671718;0,3865996;0,6020084;0,07842573;0,125902988;0,030018174;0,002227325;0,026027047;0,030018174;0,026644347;0,124384953;0,060296929;0,263147502;0,03028;1,596704;0,3909317;2,354044;0,201029773;0,14156336;0,4285714;0,514232462;0,016032765;0,002976563;0,010007252;0,624175057;2,652295;0,19880205;0,005869362;1,077253922
Comprian;Bassin_Arcachon_interne;Bassin_Arcachon_interne;Summer;17,6375;31,7402777778;0,0312630037;0,0292786418;2,1280841942;Herbivore;0,0284222072;0,9546994974;0,0088379327;0,0080403628;3,76E-05;3,28E-05;3,26E-05;5,82E-05;0,000231646;6,55E-05;0,000112101;2,80E-05;0,000401497;0,000107217;0,002257111;0,000231646;0,002476649;0,002708567;0,000342098;0,001004725;0,001909004;0,000514602;0,000386351;0,000023868;0,000734575;0,001999761;0,00075026;0,00090381;0,000931497;8,65E-05;0,001359167;0,003968517;0,001694237;3,67E-05;9,83E-05;1,93E-05;2,08E-05;0,000342098;0,000269932;3,20E-05;0,000104936;2,75E-05;2,57E-05;0,000058655;0,001004725;0,000814546;0,000100136;0,000202066;5,25E-05;4,89E-05;0,000111033;0,001909004;0,001650219;0,034610128;0,012033939;0,953355933;0,352144491;0,008429586;0,639425923;0,098706365;0,344723129;0,673280199;0,706831896;0,085532041;0,002783645;0,3659532;0,364668;0,6180572;0,03653253;0,012653106;0,003109501;0,000253348;0,002698812;0,003109501;0,002783645;0,012686719;0,001167087;0,274348493;0,163245112;1,578535;0,4061629;2,23208;0,019973366;0,18160765;0,4285714;0,049175754;0,001292254;6,55E-05;0,00149823;1,159392813;2,554027;0,017932825;0,000444865;1,082094024
Spring11_C;Sargasse_center_gyres;Sargasse_center_gyres;Spring;21;36,9;0,00198;0,00038;0,11;Phyto-Microbien;0,9931636342;0,0038747307;0,0008435266;0,0021181086;0,00000919;0,00000794;0,00000783;1,36E-05;5,61E-05;1,58E-05;1,63E-05;0,00000441;2,01E-05;1,62E-05;0,000311824;5,61E-05;0,000390951;0,000432527;0,000289048;3,53E-05;0,000195334;9,36E-05;6,78E-05;3,69E-06;0,00011838;0,000318833;0,000113723;0,0001595;0,000155576;1,26E-05;0,000210237;0,000611111;0,000256194;3,17E-05;9,31E-05;1,25E-05;1,70E-05;0,000289048;0,000241646;0,00000103;0,0000036;0,000000945;0,000000901;0,0000021;3,53E-05;2,77E-05;0,00000638;2,04E-05;0,0000055;0,00000479;0,000011452;0,000195334;0,000165467;0,041902047;0,018079241;0,940018712;0,363899299;0,013196415;0,622904286;0,555701967;0,154197468;0,887355721;0,696333124;0,125413328;0,000443483;0,3656505;0,3672266;0,6244595;0,04073817;0,002095001;0,000490967;0,000037435;0,00042617;0,000490967;0,000443483;0,002104747;0,00381293;0,261544618;0,008006599;1,59327;0,4091123;2,312292;0,003337902;0,15753805;0,4285714;0,00815889;0,000250435;1,58E-05;0,000214477;0,856417833;2,551439;0,002996161;0,000103427;1,078383334
Spring11_E;Sargasse_edge_gyres;Sargasse_edge_gyres;Spring;20,62;36,6;0,01122;0,00095;0,27;Phyto-Microbien;0,9959179826;0,0014247192;0,0005679485;0,0020893497;8,07E-06;0,00000689;0,00000686;0,000012044;4,85E-05;1,38E-05;0,000018697;0,00000553;2,68E-05;1,89E-05;0,00036073;4,85E-05;0,000506978;0,00055422;0,00060583;3,18E-05;0,000015508;0,000127318;8,32E-05;0,00000456;0,00016059;0,000433968;0,000157902;0,0002216;0,000208639;1,66E-05;0,000275746;0,00082932;0,000356916;6,64E-05;0,000202763;2,39E-05;3,49E-05;0,00060583;0,00053152;0,000000902;0,00000329;0,000000892;0,000000874;0,00000191;3,18E-05;2,50E-05;0,00000046;0,0000016;0,000000436;0,000000409;0,000000935;0,000015508;0,00001218;0,045217432;0,012294358;0,94248821;0,379807181;0,009184261;0,611008558;0,934558241;0,110022004;0,924585221;0,715024252;0,087270782;0,000558428;0,3592599;0,3707806;0,6537321;0,03311779;0,002750288;0,00064869;4,61E-05;0,000565774;0,00064869;0,000558428;0,002705586;0,006619605;0,277654299;0,005698089;1,617101;0,4503396;2,449355;0,004447493;0,15538975;0,4285714;0,009875865;0,000403104;1,38E-05;0,000229891;0,570301957;2,473644;0,003661779;5,28E-05;1,077243884
Spring11_B;Sargasse_Bermuda;Sargasse_Bermuda;Spring;19,16;36,7;0,05148;0,0741;0,31;Phyto-Microbien;0,9964853585;0,0009990175;0,0004584568;0,0020571672;5,73E-05;4,61E-05;4,52E-05;7,65E-05;0,000316766;9,12E-05;4,17E-05;1,14E-05;5,89E-05;4,19E-05;0,000840218;0,000316766;0,00099184;0,001258032;0,001144381;0,000118193;0,000232089;0,000269396;0,000193558;1,02E-05;0,000340231;0,00094095;0,000349506;0,000443689;0,000405185;3,46E-05;0,000581664;0,001721119;0,000732156;0,000124227;0,000402281;6,55E-05;6,56E-05;0,001144381;0,000994686;0,00000336;1,23E-05;0,00000324;0,00000321;0,0000072;0,000118193;9,32E-05;6,72E-06;0,00002408;0,00000642;0,00000609;1,38E-05;0,000232089;0,000183752;0,064856325;0,039146132;0,895997543;0,367412644;0,026362469;0,606224887;0,782183117;0,153724536;0,922617581;0,676726074;0,242063692;0,001281882;0,3655531;0,3847095;0,6207698;0,05667776;0,006204619;0,001454583;0,00010642;0,001254985;0,001454583;0,001281882;0,006121633;0,004902885;0,274847087;0,017652137;1,609001;0,41002;2,431003;0,009983236;0,14072687;0,4285714;0,02434817;0,000830209;9,12E-05;0,000502648;0,605447544;2,591944;0,009366972;0,000184835;1,069077494
Summer11_C;Sargasse_center_gyres;Sargasse_center_gyres;Summer;21,80;36,7;0,04884;0,0703;0,14;Phyto-Microbien;0,9933190935;0,0018955675;0,0008824729;0,0039028661;0,000398105;0,000321509;0,000317281;0,000544868;0,002236983;0,00063879;0,000333341;0,000094569;0,000408292;0,000313424;0,006127051;0,002236983;0,008054248;0,009780202;0,009823306;0,00060363;0,001128736;0,002161308;0,00151693;8,13E-05;0,002739102;0,00724568;0,002687847;0,003578253;0,003169563;0,000267887;0,004603973;0,01363083;0,005892283;0,00108752;0,003460986;0,000395976;0,000563924;0,009823306;0,008650625;1,64E-05;6,25E-05;1,60E-05;1,65E-05;3,64E-05;0,00060363;0,00047776;3,22E-05;0,000117119;3,21E-05;3,00E-05;6,69E-05;0,001128736;0,000895807;0,048485174;0,034760991;0,916753835;0,377271484;0,024041564;0,598686952;0,862974791;0,111993453;0,929072169;0,676318731;0,217367874;0,009991997;0,3636171;0,3811424;0,6334516;0,05263153;0,048631227;0,011371754;0,000790546;0,00987754;0,011371754;0,009991997;0,047990424;0,008344841;0,268136025;0,079956522;1,62208;0,4252837;2,442765;0,078883732;0,13934122;0,4285714;0,185484953;0,006880379;0,00063879;0,003618949;0,525981054;2,5607;0,070696181;0,001251222;1,071368991
Summer11_B;Sargasse_Bermuda;Sargasse_Bermuda;Summer;21,67;36,7;0,00528;0,0076;0,14;Poly-Microbien;0,0323130674;0,0069141807;0,0117576762;0,9490150757;0,000499217;0,000399734;0,000388896;0,000605098;0,001788682;0,00078863;0,000130774;3,56E-05;0,00015099;0,000130003;0,002431687;0,001788682;0,002101596;0,004518077;0,003906442;0,000392533;0,000656805;0,000873936;0,000649586;3,08E-05;0,001139102;0,003227674;0,001203051;0,001265884;0,001120617;0,000103596;0,001614079;0,004734302;0,002001278;0,000437343;0,001191464;0,000531934;0,000222943;0,003906442;0,003403368;1,14E-05;3,99E-05;0,000010774;1,11E-05;2,35E-05;0,000392533;0,000308468;2,06E-05;6,83E-05;1,80E-05;0,000016937;3,93E-05;0,000656805;0,00051903;0,176058766;0,122277451;0,701663783;0,353477659;0,06588795;0,580634392;0,804414037;0,314538585;0,921747018;0,633044346;0,459782566;0,004291996;0,3677028;0,4164366;0,5794375;0,1065963;0,020627392;0,004848323;0,000325183;0,004245447;0,004848323;0,004291996;0,019708441;0,007239323;0,284351005;0,0394655;1,554325;0,3793371;2,543937;0,032061669;0,14459547;0,4285714;0,084520266;0,002768613;0,00078863;0,001490201;0,538248213;2,682472;0,035197332;0,000663595;1,069562499
Spring12_C;Sargasse_center_gyres;Sargasse_center_gyres;Spring;19,55;36,6;0,00264;0,0038;0,3;Phyto-Microbien;0,9863032259;0,0036917658;0,0017800639;0,0082249445;1,79E-05;1,51E-05;1,49E-05;2,56E-05;0,000106176;3,00E-05;2,38E-05;0,00000672;0,000031756;2,50E-05;0,00048912;0,000106176;0,000658764;0,000749891;0,00087229;0,00000986;0,0000017;0,000175719;0,000127302;6,14E-06;0,000217833;0,000578019;0,000222068;0,000322311;0,000267039;0,000022546;0,000371049;0,00106662;0,000464911;9,67E-05;0,000288961;5,22E-05;4,96E-05;0,00087229;0,000765782;0,000000265;1,01E-06;0,000000267;0,000000261;0,000000598;0,00000986;0,00000775;4,47E-08;0,000000175;4,56E-08;4,54E-08;0,000000103;0,0000017;0,00000134;0,069874061;0,019804095;0,910321844;0,379125883;0,014656394;0,606217723;0,98826903;0,15356291;0,927695373;0,677177874;0,138803043;0,000758968;0,3595141;0,3924276;0,6465809;0,04035614;0,003809701;0,000883065;6,55E-05;0,000777057;0,000883065;0,000758968;0,003763248;0,005851513;0,286586688;0,008589454;1,600589;0,4490741;2,483922;0,006097764;0,14243267;0,4285714;0,013578526;0,000553637;3,00E-05;0,000296521;0,535587398;2,475465;0,005328588;5,59E-05;1,071767687
Spring12_B;Sargasse_Bermuda;Sargasse_Bermuda;Spring;20,38;36,6;0,00462;0,00665;0,23;Phyto-Microbien;0,9981596556;0,0006423721;0,0002527751;0,0009451973;3,75E-05;3,28E-05;3,22E-05;5,56E-05;0,000231175;6,51E-05;5,05E-05;0,000015058;6,81E-05;5,23E-05;0,000990104;0,000231175;0,001324788;0,001524472;0,001481215;7,42E-05;0,000257358;0,000315202;0,000235012;1,29E-05;0,00042842;0,001189193;0,000418688;0,000585366;0,000542054;4,28E-05;0,000747798;0,002203975;0,000934236;0,000162366;0,000528087;6,53E-05;8,56E-05;0,001481215;0,001274554;0,00000195;0,00000771;0,00000189;0,00000193;0,00000447;7,42E-05;5,86E-05;0,00000776;2,65E-05;6,96E-06;0,00000636;1,55E-05;0,000257358;0,000205046;0,049601046;0,021735706;0,928663248;0,373538562;0,015799315;0,610662123;0,828626874;0,120481004;0,926132616;0,697564943;0,148573584;0,001541736;0,3631424;0,3725562;0,6388891;0,04194955;0,007544855;0,001775727;0,000143167;0,001545626;0,001775727;0,001541736;0,007419745;0,010035038;0,272193473;0,010528261;1,617048;0,4284745;2,430242;0,012200396;0,14811764;0,4285714;0,028474028;0,001059334;6,51E-05;0,000625874;0,590818382;2,531032;0,010608177;0,000216162;1,068476519
Summer12_C;Sargasse_center_gyres;Sargasse_center_gyres;Summer;23,73;36,4;0,00462;0,00665;0,18;Phyto-Microbien;0,9288087561;0,0464834069;0,0074830403;0,0172247967;0,000201481;0,0001627;0,000159041;0,000263898;0,000978318;0,000321741;0,00012236;3,38E-05;0,000215489;0,000120746;0,002492959;0,000978318;0,002398803;0,003363037;0,001402017;0,000634869;0,002040124;0,000680006;0,000475486;3,03E-05;0,000887919;0,002389337;0,000861913;0,001085089;0,001053993;8,82E-05;0,001513453;0,004346975;0,001850343;0,000147391;0,000466052;7,32E-05;8,26E-05;0,001402017;0,001147689;1,81E-05;0,000066379;1,79E-05;1,65E-05;3,81E-05;0,000634869;0,000503281;8,47E-05;0,000215268;5,44E-05;5,23E-05;0,000118233;0,002040124;0,001745023;0,050357073;0,056384949;0,893257978;0,354719947;0,033606651;0,611673402;0,337953877;0,208747187;0,859232502;0,689118975;0,289689946;0,003473553;0,3676122;0,3846021;0,5941257;0,07204627;0,015999345;0,003851669;0,000290602;0,003357071;0,003851669;0,003473553;0,016114804;0,003823262;0,253802938;0,062495588;1,577189;0,3819898;2,25042;0,02523399;0,14972349;0,4285714;0,066059332;0,001758683;0,000321741;0,001573867;0,894912272;2,654639;0,025406557;0,000813079;1,073655113
Summer12_E;Sargasse_edge_gyres;Sargasse_edge_gyres;Summer;25,15;36,3;0,01122;0,01615;0,25;Phyto-Microbien;0,996208116;0,0014478098;0,0005143957;0,0018296786;0,00009006;8,29E-05;8,23E-05;0,000145606;0,000581793;0,00016524;0,000265822;7,57E-05;0,000396569;0,000265754;0,005244392;0,000581793;0,007204299;0,007746577;0,007577476;0,000852972;0,000801618;0,001750778;0,001227633;6,42E-05;0,002190991;0,005943076;0,002245583;0,003235321;0,002763737;0,000234359;0,003886206;0,011618674;0,004982456;0,000821971;0,002576428;0,000426163;0,000433665;0,007577476;0,006593419;2,41E-05;8,64E-05;2,39E-05;2,29E-05;5,15E-05;0,000852972;0,000673527;2,27E-05;8,30E-05;2,10E-05;2,31E-05;4,83E-05;0,000801618;0,000631238;0,058843025;0,010256063;0,930900912;0,375132354;0,007848243;0,617019403;0,834801899;0,152639754;0,917931541;0,692428164;0,074722081;0,007887445;0,3624814;0,3668425;0,6429971;0,03126159;0,038441162;0,009054566;0,000736202;0,007862782;0,009054566;0,007887445;0,037986065;0,010511473;0,284316369;0,05074678;1,605578;0,4326754;2,423649;0,061720278;0,15044925;0,4285714;0,14264798;0,005312153;0,00016524;0,003224691;0,607040309;2,497022;0,052329344;0,001034996;1,07473615
Summer12_B;Sargasse_Bermuda;Sargasse_Bermuda;Summer;22,78;36,5;0,00792;0,0114;0,16;Phyto-Microbien;0,9827167354;0,0104358709;0,0019967761;0,0048506176;0,000149972;0,000131899;0,000130366;0,00023041;0,000934028;0,000262264;0,000321877;8,14E-05;0,000491036;0,000317991;0,006225175;0,000934028;0,007526364;0,008332596;0,005165288;0,00326531;0,001780697;0,001782512;0,001200019;7,22E-05;0,002339948;0,006263039;0,002269049;0,003080141;0,003057719;0,000246991;0,004225347;0,011877411;0,005416056;0,000615229;0,001686946;0,000328922;0,000302933;0,005165288;0,004310269;0,000103782;0,000337476;8,84E-05;8,24E-05;0,000191053;0,00326531;0,002671386;5,14E-05;0,000185268;4,86E-05;4,48E-05;0,000105572;0,001780697;0,001422898;0,054101364;0,015462989;0,930435647;0,361881683;0,011292515;0,626825802;0,512849285;0,20004742;0,880734283;0,718155744;0,110400085;0,008666763;0,3664854;0,3652586;0,6175457;0,03823694;0,040704279;0,009708019;0,000815764;0,008328475;0,009708019;0,008666763;0,040628407;0,012080044;0,269978546;0,049632105;1,583601;0,4003667;2,297432;0,06445932;0,15886459;0,4285714;0,1610007;0,004852901;0,000262264;0,003953353;0,814637059;2,564346;0,058806898;0,002029108;1,074927187
Aseawin1(N7);Arabie_stationN7;Mer_Arabie;Winter;25,4;35,886;1,45728;0,1881;0,49;Phyto-Microbien;0,9191849134;0,0122829811;0,0087479428;0,0597841627;0,000677391;0,000534646;0,000523592;0,000865455;0,003036864;0,001058238;0,000300346;8,58E-05;0,000333659;0,000301067;0,005365853;0,003176892;0,00615182;0,009537811;0,00914924;0,000106687;0,00144246;0,001888271;0,001498439;7,35E-05;0,002425966;0,006802715;0,00269505;0,003052483;0,002739085;0,000231425;0,003962189;0,011817196;0,004866406;0,001025431;0,003156146;0,000541063;0,000522758;0,00914924;0,00802076;0,00000271;0,000010956;0,00000294;0,00000285;0,00000644;0,000106687;8,46E-05;4,74E-05;0,000149313;3,56E-05;3,74E-05;8,55E-05;0,00144246;0,001142101;0,076913312;0,069278615;0,853808073;0,366826482;0,041977972;0,591195546;0,867347124;0,153946332;0,932451945;0,646388079;0,340549907;0,009298009;0,3654592;0,4014228;0,6135833;0,07612824;0,045146812;0,010512999;0,000690983;0,009236713;0,010512999;0,009298009;0,044066159;0,059179016;0,291436752;0,010387636;1,601304;0,4108775;2,497328;0,07229379;0,13848015;0,4285714;0,175949744;0,005959271;0,001058238;0,003178482;0,533367588;2,609759;0,070630238;0,001197234;1,070860203
